Percent Change,Close,Date,Shift
0.010785774,19.26,07-05-2014,-
0.05192108,18.26,08-05-2014,-
0.019715225,17.9,09-05-2014,-
0.021787765,18.290001,10-05-2014,+
0.007654401,18.43,11-05-2014,+
0.04883337,17.530001,14-05-2014,-
0.008556873,17.379999,15-05-2014,-
0.02934396,16.870001,16-05-2014,-
0.010077059,16.700001,17-05-2014,-
0.001796347,16.73,18-05-2014,+
0.007172744,16.85,21-05-2014,+
0.042136439,17.559999,22-05-2014,+
0.01025057,17.379999,23-05-2014,-
0.016110415,17.1,24-05-2014,-
0.021637427,16.73,25-05-2014,-
0.020920502,17.08,29-05-2014,+
0.018735363,16.76,30-05-2014,-
0.008949881,16.91,31-05-2014,+
0.017149675,17.200001,01-06-2014,+
0.018023371,16.889999,04-06-2014,-
0.005328597,16.799999,05-06-2014,-
0.032142919,17.34,06-06-2014,+
0.040945732,18.049999,07-06-2014,+
0.028808755,17.530001,08-06-2014,-
0.007415801,17.66,11-06-2014,+
0.045866308,18.469999,12-06-2014,+
0.002707147,18.52,13-06-2014,+
0.004319654,18.6,14-06-2014,+
0.005376398,18.700001,15-06-2014,+
0.008556149,18.540001,18-06-2014,-
0.03236235,19.139999,19-06-2014,+
0.004179729,19.219999,20-06-2014,+
0.099895947,17.299999,21-06-2014,-
0.00346815,17.24,22-06-2014,-
0.059744838,16.209999,25-06-2014,-
0.027143802,16.65,26-06-2014,+
0.009008949,16.799999,27-06-2014,+
0.011904703,16.6,28-06-2014,-
0.042168614,17.299999,29-06-2014,+
0.035838095,16.68,02-07-2014,-
0.022781835,16.299999,03-07-2014,-
0.058282151,15.35,05-07-2014,-
0.055374593,14.5,06-07-2014,-
0,14.5,09-07-2014,-
0.026896552,14.89,10-07-2014,+
0.019476158,15.18,11-07-2014,+
0.020421607,15.49,12-07-2014,+
0.018721756,15.2,13-07-2014,-
0.000657895,15.21,16-07-2014,+
0.000657462,15.2,17-07-2014,-
0.032894737,14.7,18-07-2014,-
0.030612245,15.15,19-07-2014,+
0.00330033,15.2,20-07-2014,+
0.029605263,14.75,23-07-2014,-
0.02440678,14.39,24-07-2014,-
0.038915914,13.83,25-07-2014,-
0.005061461,13.9,26-07-2014,+
0.043884892,14.51,27-07-2014,+
0.035148174,14,30-07-2014,-
0.010714286,13.85,31-07-2014,-
0.074368231,14.88,01-08-2014,+
0.016129032,14.64,02-08-2014,-
0.047131148,15.33,03-08-2014,+
0.00456621,15.4,06-08-2014,+
0.035714286,15.95,07-08-2014,+
0.018808777,15.65,08-08-2014,-
0.015335463,15.89,09-08-2014,+
0.000629327,15.9,10-08-2014,+
0.013836478,15.68,13-08-2014,-
0.011479592,15.86,14-08-2014,+
0.003783102,15.92,15-08-2014,+
0.070351822,17.040001,16-08-2014,+
0.044014082,17.790001,17-08-2014,+
0.026981561,17.309999,20-08-2014,-
0.017908667,17,21-08-2014,-
0.027647,16.530001,22-08-2014,-
0.004839685,16.450001,23-08-2014,-
0.001823647,16.48,24-08-2014,+
0.01092233,16.66,27-08-2014,+
0.021608703,16.299999,28-08-2014,-
0.001840552,16.33,29-08-2014,+
0.004898959,16.25,30-08-2014,-
0.006769292,16.360001,31-08-2014,+
0.022616074,16.73,04-09-2014,+
0.050806934,15.88,05-09-2014,-
0.047229156,16.629999,06-09-2014,+
0.004810584,16.549999,07-09-2014,-
0.01631408,16.280001,10-09-2014,-
0.011056572,16.1,11-09-2014,-
0.01863354,15.8,12-09-2014,-
0.022151899,16.15,13-09-2014,+
0.014241424,16.379999,14-09-2014,+
0.008546948,16.24,17-09-2014,-
0.00369452,16.299999,18-09-2014,+
0.00858908,16.440001,19-09-2014,+
0.023114475,16.059999,20-09-2014,-
0.001867871,16.030001,21-09-2014,-
0.034934433,16.59,24-09-2014,+
0.011452682,16.4,25-09-2014,-
0.010975671,16.219999,26-09-2014,-
0.027127067,16.66,27-09-2014,+
0.014405762,16.42,28-09-2014,-
0.009744214,16.58,01-10-2014,+
