Date,Open,High,Low,Close,Adj Close,Volume
09-07-2012,127.900002,128.199997,127.290001,127.959999,105.433754,3898000
12-07-2012,127.370003,128.830002,127.160004,128.669998,106.018768,4206900
13-07-2012,128.970001,130.979996,128.690002,130.479996,107.510147,6687700
14-07-2012,129.320007,131.600006,129.139999,130.720001,107.707878,6607200
15-07-2012,129.869995,130.919998,129.550003,130.720001,107.707878,6186800
16-07-2012,129.960007,130.149994,127.849998,128.029999,105.49144,7002900
19-07-2012,128.669998,130.380005,128.369995,129.789993,106.941589,8388600
20-07-2012,122.970001,126.559998,122.93,126.550003,104.271996,16337400
21-07-2012,126.440002,126.5,124.620003,125.269997,103.217285,8615500
22-07-2012,126.32,127.779999,126.050003,127.470001,105.030029,6909000
23-07-2012,127.300003,128.800003,127,128.380005,105.779816,5078000
26-07-2012,128.179993,128.429993,127.139999,128.410004,105.80455,5174900
27-07-2012,128.779999,129.169998,127.889999,128.630005,105.985802,4648200
28-07-2012,128.669998,129.350006,127.879997,128.429993,105.821045,4248800
29-07-2012,129.059998,129.5,127.139999,128.020004,105.483192,8994200
30-07-2012,127.43,128.979996,127.040001,128.399994,105.796303,6021000
02-08-2012,129.25,131.199997,129.25,130.759995,107.740837,6437500
03-08-2012,130.029999,131.039993,129.330002,130.369995,107.419495,5091800
04-08-2012,130.460007,131.5,129.850006,131.270004,108.161057,4567500
05-08-2012,130.729996,131.979996,130.529999,131.830002,108.622475,4520600
06-08-2012,130.410004,130.479996,128.759995,130.139999,107.76133,6136200
09-08-2012,130.789993,132.339996,130.399994,132,109.301468,6131700
10-08-2012,131.179993,132.490005,130.770004,131.839996,109.168991,5471700
11-08-2012,130.690002,130.690002,129.460007,129.830002,107.504616,6316100
12-08-2012,127.690002,128.779999,127.519997,128.300003,106.237709,5132200
13-08-2012,127.959999,128.460007,127.330002,127.870003,105.881668,4669400
16-08-2012,127.470001,128.229996,126.959999,127.769997,105.798874,4009200
17-08-2012,128.830002,129.850006,127.900002,128.449997,106.361931,4298300
18-08-2012,128.869995,130.199997,127.800003,129.389999,107.140289,4883200
19-08-2012,128.669998,129.589996,128.020004,128.899994,106.73455,5402400
20-08-2012,128.720001,128.979996,126.959999,127.5,105.575302,6246300
23-08-2012,127.57,128.029999,126.440002,126.470001,104.722412,4034400
24-08-2012,125.209999,126.019997,124.57,124.900002,103.422379,5621200
25-08-2012,124.57,125.599998,124,125.269997,103.728745,5235300
26-08-2012,125.779999,125.779999,122.779999,122.779999,101.666931,7746600
27-08-2012,123.830002,124.800003,122.419998,124.730003,103.281624,6214200
30-08-2012,125.080002,125.269997,123.400002,123.400002,102.180321,3604000
31-08-2012,123.309998,123.989998,122.279999,123.129997,101.956749,5624200
01-09-2012,125.309998,126.309998,124.519997,125.769997,104.142761,5623100
02-09-2012,126.029999,126.230003,124.650002,125.040001,103.538307,5103300
03-09-2012,126.220001,127.599998,125.900002,127.580002,105.641541,5142900
07-09-2012,126.989998,127.360001,125.879997,125.949997,104.291847,4353300
08-09-2012,126.019997,126.519997,125.389999,126.080002,104.39946,4477500
09-09-2012,127.269997,127.57,126.150002,126.360001,104.63134,3436700
10-09-2012,126.989998,128.289993,126.260002,127.989998,105.981033,4418700
13-09-2012,128.630005,130,128.520004,129.610001,107.322456,5271300
14-09-2012,128.429993,129.919998,128.429993,128.850006,106.693169,4850500
15-09-2012,128.649994,129.960007,128.539993,129.429993,107.173393,4762500
16-09-2012,129.199997,129.949997,128.800003,129.669998,107.372147,4685000
17-09-2012,129.919998,130.600006,129.699997,130.190002,107.802719,10397400
20-09-2012,130.240005,132.089996,130.110001,131.789993,109.127579,7145500
21-09-2012,131.449997,132.800003,130.779999,131.979996,109.284897,5267900
22-09-2012,131.610001,132.580002,131.399994,132.570007,109.77343,4922400
23-09-2012,131.419998,132.779999,131.220001,131.669998,109.028206,3898800
24-09-2012,132.419998,134.149994,132.339996,134.110001,111.048668,7122400
27-09-2012,133.509995,135,133.509995,134.649994,111.495781,6155400
28-09-2012,134.669998,135.139999,133.710007,134.889999,111.694504,7481300
29-09-2012,134.399994,135.800003,134.339996,135.479996,112.18306,5151200
30-09-2012,135.5,136.110001,133.669998,134.139999,111.073486,6425800
01-10-2012,135.509995,136.279999,135.089996,135.639999,112.315552,5621200
04-10-2012,135.229996,135.919998,134.389999,135.25,111.992622,4059900
05-10-2012,136.179993,137.899994,136.119995,137.660004,113.988205,6202500
06-10-2012,136.880005,137.960007,136.830002,137.839996,114.137207,4783000
07-10-2012,137.919998,138.880005,137.520004,138.720001,114.865898,6440800
08-10-2012,138.399994,139.089996,138.059998,138.850006,114.973587,4540800
11-10-2012,138.789993,139.940002,138.639999,139.660004,115.644302,4004300
12-10-2012,138.399994,139.990005,138.270004,139.850006,115.801605,5637300
13-10-2012,139.910004,141.479996,139.779999,140.369995,116.232201,8784300
14-10-2012,140.350006,141.5,139.690002,141.5,117.16787,5653100
15-10-2012,142.100006,142.100006,140.539993,141.059998,116.803535,7220400
18-10-2012,140.899994,143.029999,140.839996,142.830002,118.26915,10322700
19-10-2012,137.300003,139.339996,136.699997,138.029999,114.294571,14159100
20-10-2012,138.279999,139.869995,138.130005,139.070007,115.155746,6945500
21-10-2012,139.809998,140.490005,138.399994,139.830002,115.785049,6221200
22-10-2012,140.149994,140.75,139.460007,139.669998,115.652557,4105300
25-10-2012,140.419998,141.399994,139.809998,139.839996,115.793304,4870000
26-10-2012,139.289993,142,138.529999,140.669998,116.480576,7327100
27-10-2012,139.520004,141.570007,139,141.429993,117.109924,6465300
28-10-2012,141.839996,141.949997,140.419998,140.899994,116.671036,5481600
29-10-2012,140.899994,144,140.75,143.600006,118.906738,8439300
01-11-2012,143.639999,144.259995,142.320007,143.320007,118.674919,5674600
02-11-2012,143.850006,144.710007,143.710007,143.839996,119.105499,4626400
03-11-2012,144.240005,144.460007,142.630005,144.169998,119.378746,5182100
04-11-2012,144.820007,146.839996,144.710007,146.789993,121.54821,6622500
05-11-2012,145.940002,146.929993,145.669998,146.919998,121.655876,4995800
08-11-2012,145.350006,146.580002,145.25,146.460007,121.813866,4459700
09-11-2012,146.699997,147.529999,145.630005,146.139999,121.547714,5700600
10-11-2012,146.089996,146.789993,145.630005,146.550003,121.888733,5172000
11-11-2012,144.699997,145.5,143.350006,145.429993,120.957191,4752200
12-11-2012,144.589996,145.770004,143.550003,143.740005,119.551613,4731500
15-11-2012,143.889999,144.75,143.270004,143.639999,119.468407,3827700
16-11-2012,142.929993,143.380005,141.179993,142.240005,118.304031,6342100
17-11-2012,142.490005,142.490005,141.389999,141.949997,118.062782,4785900
18-11-2012,143.039993,144.990005,142.75,144.360001,120.067238,4236200
19-11-2012,144.380005,145.350006,143.990005,145.050003,120.641174,5015900
22-11-2012,144,145.429993,143.559998,145.389999,120.923935,3730700
23-11-2012,144.240005,144.529999,142.330002,143.179993,119.085808,4570300
24-11-2012,143.949997,146.440002,143.820007,145.809998,121.273216,4874100
26-11-2012,145.300003,145.300003,143.570007,143.899994,119.684639,2081300
29-11-2012,143.529999,143.669998,141.5,142.889999,118.844635,5040300
30-11-2012,142.240005,142.759995,141.279999,141.460007,117.655304,7674800
01-12-2012,143.610001,145.130005,143.509995,144.410004,120.108879,6822800
02-12-2012,144.330002,145.850006,144.300003,145.179993,120.749283,5374000
03-12-2012,144.25,145.679993,144.25,145.380005,120.915619,3710600
